parameter_name,Prepulse inhibition - PP4
parameter_id,ESLIM_011_001_704
gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.3832431
gene_accession_id,MGI:2446274
analysis_id,c8l4542683uo38i
