parameter_id,IMPC_ABR_002_001
mouse_strain,129SV
analysis_id,gmu3x92aa2hk3c9
mouse_life_stage,Early adult
pvalue,0.2307086
parameter_name,Click-evoked ABR threshold
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
