parameter_id,IMPC_OFD_017_001
gene_accession_id,MGI:88380
pvalue,0.1485572
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,t95w57tzur1li7h
parameter_name,Center average speed
gene_symbol,F2
