parameter_id,IMPC_ECH_003_001
mouse_strain,C57BL
pvalue,0.4968766
gene_accession_id,MGI:1914050
analysis_id,ym566x63neoq6xd
mouse_life_stage,Early adult
parameter_name,Stroke Volume
gene_symbol,Trp53rkb
