mouse_strain,C57BL
gene_symbol,Dmap1
analysis_id,60wha46lo7xbic7
gene_accession_id,MGI:1913483
parameter_name,Resting CD8+ T cells - % of CD45+
mouse_life_stage,Early adult
parameter_id,MGP_IMM_082_001
pvalue,0.4956795
