gene_symbol,AU040320
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
pvalue,0.2468379
mouse_strain,C57BL
parameter_name,End-Systolic Diameter
parameter_id,IMPC_ECH_001_001
analysis_id,4viq67e4304d862
