parameter_id,IMPC_ACS_006_001
analysis_id,883b6j7kd33b26l
pvalue,0.6521218
mouse_life_stage,Early adult
parameter_name,Response amplitude - S
mouse_strain,C57BL
gene_symbol,Opn3
gene_accession_id,MGI:1338022
