gene_symbol,Cds2
parameter_id,IMPC_ECG_010_001
mouse_life_stage,Early adult
analysis_id,i5ux014oq8452u5
pvalue,0.4143968
mouse_strain,C57BL
gene_accession_id,MGI:1332236
parameter_name,HRV
