parameter_id,JAXLA_DXA_009_001
pvalue,0.4165878
mouse_strain,C57BL
analysis_id,6t40gyu8mtr945i
gene_accession_id,MGI:1919949
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
gene_symbol,Lime1
