pvalue,0.3870415
mouse_strain,C57BL
analysis_id,cp248d4n0764gst
gene_accession_id,MGI:2446274
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
parameter_id,IMPC_CBC_008_001
parameter_name,Total bilirubin
