parameter_id,IMPC_IMM_051_001
pvalue,0.4649995
analysis_id,073s81i13s39lh2
mouse_strain,C57BL
parameter_name,Monocytes
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
