gene_symbol,Eprs1
mouse_strain,C57BL
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:97838
parameter_name,Red blood cell count
analysis_id,p33obgj913ksq8w
mouse_life_stage,Early adult
pvalue,0.1525888
