gene_symbol,Col6a3
pvalue,0.8010262
mouse_strain,C57BL
parameter_id,IMPC_ECH_001_001
gene_accession_id,MGI:88461
parameter_name,End-Systolic Diameter
mouse_life_stage,Early adult
analysis_id,9x28766u35m5y9w
