gene_symbol,Cds2
mouse_life_stage,Early adult
parameter_name,Number of rears - total
parameter_id,JAX_OFD_021_001
mouse_strain,C57BL
analysis_id,016h2q93s3cs501
gene_accession_id,MGI:1332236
pvalue,0.08944763
