parameter_id,IMPC_IMM_046_001
mouse_strain,C57BL
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
analysis_id,d8285202wizlq1y
parameter_name,DN CD44+CD62L- NKT cells
pvalue,0.9549396
gene_symbol,Atg4c
