parameter_id,IMPC_XRY_022_001
mouse_life_stage,Early adult
pvalue,0.6840738
gene_symbol,Stk35
parameter_name,Radius
gene_accession_id,MGI:1914583
mouse_strain,C57BL
analysis_id,7fnh0j1d3hld9m7
