gene_symbol,Bmi1
pvalue,0.6544708
analysis_id,w4e2152ir6sr35o
mouse_life_stage,Early adult
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_id,IMPC_ABR_012_001
