gene_symbol,Inpp1
parameter_id,M-G-P_007_001_008
parameter_name,Periphery - Permanence Time
pvalue,0.8344747
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,3i5z49oujhhsnl1
gene_accession_id,MGI:104848
