mouse_strain,129SV
analysis_id,4h8dra45yt43hck
pvalue,0.7864554
parameter_id,IMPC_DXA_002_001
gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_name,Fat mass
gene_accession_id,MGI:2385884
