gene_symbol,Ddx27
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,s88za31v284q9k7
parameter_name,Eyelid morphology
pvalue,0.7073586
parameter_id,IMPC_EYE_004_001
gene_accession_id,MGI:2385884
