parameter_name,Chloride
analysis_id,35v496mt7phgt1c
gene_symbol,Rufy4
parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:3588214
pvalue,0.9698588
mouse_strain,C57BL
mouse_life_stage,Early adult
