parameter_id,IMPC_XRY_033_001
gene_accession_id,MGI:2444114
mouse_life_stage,Early adult
analysis_id,495wjf9672h479f
mouse_strain,C57BL
gene_symbol,Zcchc2
parameter_name,Tibia length
pvalue,0.4351143
