parameter_id,MGP_MLN_010_001
parameter_name,Resting Treg cells - % of Treg
gene_accession_id,MGI:105073
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tnni1
analysis_id,85477y56u7m63e0
pvalue,0.3129694
