gene_symbol,Kdm5b
gene_accession_id,MGI:1922855
parameter_id,JAX_OFD_014_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3831136
parameter_name,Center distance travelled
analysis_id,nl311bxm400vk6u
