parameter_id,ESLIM_007_001_009
mouse_life_stage,Early adult
analysis_id,s640g7k6go2q8v8
pvalue,0.127494
mouse_strain,C57BL
gene_symbol,Clvs1
gene_accession_id,MGI:1921688
parameter_name,Periphery average speed
