parameter_id,JAX_SLW_014_001
gene_symbol,Kifap3
parameter_name,Breath rate during sleep standard deviation
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2602927
analysis_id,5l5dn50hhihkudb
gene_accession_id,MGI:107566
