mouse_strain,C57BL
pvalue,0.8448235
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_id,IMPC_CBC_001_001
parameter_name,Sodium
analysis_id,a3hx4cc4v3aw356
mouse_life_stage,E18.5
