gene_symbol,Atg4c
parameter_name,CD103+ CD11b-low cDC - % of CD45+
mouse_strain,C57BL
gene_accession_id,MGI:2651854
pvalue,0.6431157
analysis_id,l1w92423e02b47l
parameter_id,MGP_IMM_131_001
mouse_life_stage,Early adult
