parameter_id,IMPC_GEL_060_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Neural tube morphology
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,wa3nui5816v41j3
pvalue,0.6343925
