gene_symbol,Dmap1
parameter_id,MGP_PBI_032_001
pvalue,0.6704528
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
analysis_id,2ja20s60iu6a9tt
parameter_name,CD4+ KLRG1+ alpha beta T cell number
