gene_symbol,Tnfsf8
mouse_life_stage,Early adult
parameter_id,MGP_IMM_041_001
gene_accession_id,MGI:88328
analysis_id,xf78463s182x1bi
mouse_strain,C57BL
parameter_name,Total B cells - % of CD45+
pvalue,0.711283
