gene_symbol,Galnt13
gene_accession_id,MGI:2139447
pvalue,0.2389314
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,TCPLA_GRS_011_001
analysis_id,svsb3vfvs789o92
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
