parameter_id,JAXLA_CSD_022_001
mouse_strain,129SV
analysis_id,g40x3d720o40lvw
pvalue,0.09418087
parameter_name,Hindlimbs - size
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
