gene_symbol,Arpc2
mouse_life_stage,Early adult
pvalue,0.7622816
parameter_id,MGP_MLN_001_001
parameter_name,Total T cells - % of CD45+
analysis_id,4c0u85c505o89fa
mouse_strain,C57BL
gene_accession_id,MGI:1923959
