parameter_id,M-G-P_026_001_004
mouse_strain,C57BL
analysis_id,xr6unr9mt94ugw5
gene_accession_id,MGI:2685277
mouse_life_stage,Early adult
pvalue,0.2528782
parameter_name,Coat colouration
gene_symbol,Zyg11b
