gene_symbol,Tnfsf8
parameter_name,Weight
mouse_life_stage,Early adult
pvalue,0.1362052
mouse_strain,C57BL
gene_accession_id,MGI:88328
analysis_id,o6e99q83t672734
parameter_id,CCP_LFO_001_001
