gene_symbol,Lurap1
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
pvalue,0.3526345
analysis_id,ldu95v8h3q4643d
mouse_strain,C57BL
parameter_id,IMPC_ACS_036_001
parameter_name,% Pre-pulse inhibition - PPI4
