parameter_name,Whole arena average speed
pvalue,0.4154562
parameter_id,JAXLA_OFD_009_001
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
analysis_id,188a35o09n31uo7
gene_symbol,Tbl1xr1
