gene_symbol,Sla2
pvalue,0.1041499
mouse_life_stage,Early adult
analysis_id,407ax67e2k9yjt0
parameter_name,Center average speed
parameter_id,HRWLLA_OFD_017_001
gene_accession_id,MGI:1925049
mouse_strain,C57BL
