mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Bone Mineral Content (excluding skull)
gene_accession_id,MGI:95835
analysis_id,p7jx3889yxe8rs4
parameter_id,IMPC_DXA_005_001
pvalue,0.3902483
gene_symbol,Hspa5
