mouse_life_stage,Early adult
gene_symbol,Sema6c
pvalue,0.519892
parameter_id,JAX_OFD_013_001
parameter_name,Periphery average speed
analysis_id,xy8t4l27u0p0j33
gene_accession_id,MGI:1338032
mouse_strain,C57BL
