gene_symbol,Bmi1
analysis_id,zyd93wuuv5e2s9k
pvalue,0.06457712
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_name,Fusion of vertebrae
mouse_life_stage,E12.5
parameter_id,M-G-P_006_001_026
