pvalue,0.9305736
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
gene_symbol,Dnajc8
parameter_id,HRWLLA_OFD_020_001
analysis_id,4y563615rpdhofr
mouse_strain,C57BL
parameter_name,Distance travelled - total
