parameter_name,Whole arena resting time
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.6750678
parameter_id,ESLIM_007_001_003
analysis_id,avu1sa6b674o6r9
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
