gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
analysis_id,svt6332ziji5dwu
parameter_id,IMPC_CBC_018_001
gene_accession_id,MGI:1934811
pvalue,0.9608508
mouse_strain,C57BL
parameter_name,Glucose
