gene_symbol,Hspa5
pvalue,0.5282682
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:95835
analysis_id,ba3wi32w805a43h
parameter_id,MGP_IMM_027_001
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
