parameter_name,Whole arena resting time
pvalue,0.6039455
parameter_id,JAX_OFD_007_001
gene_symbol,Kif24
mouse_strain,C57BL
gene_accession_id,MGI:1918345
mouse_life_stage,Early adult
analysis_id,8t35j5418yn6uf3
