parameter_id,IMPC_CBC_015_001
pvalue,0.3137925
mouse_life_stage,Early adult
parameter_name,Total cholesterol
gene_symbol,Dcaf12
analysis_id,pw27t53pn11rup3
mouse_strain,C57BL
gene_accession_id,MGI:1916220
