mouse_life_stage,E12.5
analysis_id,613627ww7exd99k
mouse_strain,C57BL
parameter_name,Center distance travelled
parameter_id,JAX_OFD_014_001
gene_symbol,Bmi1
pvalue,0.920037
gene_accession_id,MGI:88174
