mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Tibia
gene_accession_id,MGI:2684980
analysis_id,v53icid7nh5qq35
parameter_id,IMPC_XRY_025_001
gene_symbol,Mms22l
pvalue,0.3377059
