gene_symbol,Fgb
pvalue,0.2234359
parameter_id,IMPC_CBC_053_001
gene_accession_id,MGI:99501
mouse_strain,C57BL
parameter_name,Thyroxine
mouse_life_stage,E12.5
analysis_id,744bpjubt450kf6
