parameter_name,Retina (combined)
gene_symbol,Slc39a10
pvalue,0.6027876
mouse_strain,C57BL
gene_accession_id,MGI:1914515
parameter_id,JAXLA_EYE_092_001
analysis_id,9lqa66vkey99e62
mouse_life_stage,E9.5
