gene_symbol,Ints7
parameter_id,MGP_MLN_072_001
gene_accession_id,MGI:1924315
mouse_strain,C57BL
analysis_id,io6i155ga80t31o
mouse_life_stage,E9.5
pvalue,0.695136
parameter_name,KLRG1+ Treg cells - % of CD45+
