gene_symbol,Wars2
pvalue,0.2148463
analysis_id,ddayk480411r6u1
gene_accession_id,MGI:1917810
parameter_name,Gait
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_CSD_033_001
