parameter_id,IMPC_HEM_036_001
parameter_name,Eosinophil cell count
gene_symbol,Snap23
pvalue,0.2813912
analysis_id,514q039q2307ysq
mouse_strain,C57BL
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
