gene_symbol,Tiprl
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,g5tuhi7r4945o59
parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:1915087
parameter_name,Corneal opacity
pvalue,0.5240316
