Mouse_life_stage,Late adult
parameter_id,MGP_MLN_063_001
Gene_symbol,Snap23
Gene_accession_id,MGI:109356
Mouse_strain,C57BL
Parameter_name,Total ab T cells - % of CD45+
pvalue,0.5586548
Analysis_id,8k9gngh6y691g17
