mouse_strain,C57BL
analysis_id,8i50s635if5ko33
gene_symbol,Lurap1
gene_accession_id,MGI:1915325
parameter_id,IMPC_EYE_007_001
mouse_life_stage,Early adult
parameter_name,Cornea
pvalue,0.7599774
