gene_symbol,Mapkap1
analysis_id,6790e1ic358bmv2
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.9117446
parameter_id,MGP_IMM_036_001
mouse_life_stage,Early adult
parameter_name,KLRG1+ NK cells - % of NK cells
