gene_symbol,Gja10
parameter_id,M-G-P_007_001_008
analysis_id,3x0r5b4o3xtm8it
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
gene_accession_id,MGI:1339969
pvalue,0.2133112
mouse_strain,C57BL
