parameter_id,IMPC_IPG_010_001
pvalue,0.6253165
mouse_life_stage,Early adult
gene_accession_id,MGI:1929242
mouse_strain,C57BL
analysis_id,zmx92789135q57i
parameter_name,Fasted blood glucose concentration
gene_symbol,Ivd
