gene_symbol,Ints7
parameter_name,Number of rears - total
parameter_id,JAX_OFD_021_001
mouse_strain,C57BL
gene_accession_id,MGI:1924315
analysis_id,3jw6dogdnfwf297
pvalue,0.4216476
mouse_life_stage,Early adult
