gene_symbol,Ahcy
gene_accession_id,MGI:87968
parameter_id,IMPC_ECH_001_001
analysis_id,vvr837273a240i5
mouse_strain,C57BL
parameter_name,End-Systolic Diameter
mouse_life_stage,E12.5
pvalue,0.764837
