gene_symbol,Ddx27
pvalue,0.8937608
mouse_life_stage,Early adult
parameter_id,MGP_IMM_010_001
mouse_strain,C57BL
parameter_name,Effector Treg cells - % of Treg
analysis_id,f694q29w874355x
gene_accession_id,MGI:2385884
